"fish.id","tray","tray.position","sample.mass.mg","c.content.mg","c.content.perc","d13C","n.content.mg","n.content.perc","d15N","c.n","duplicate","X","dissection.date","student.name","species","site","collection.date","weight.g","tl.mm","sl.mm","fl.mm","liver","stomach.contents","note","ground","packaged","ran.on.ea","month","season","month.year","east_vs_west","in_vs_out","distance","shoal.spot"
"CRO073","250423_BOEM_CRO_3","C2",0.67,0.3,45.27,-17.49,0.09,14.12,13.1,3.21,"",NA,"2/10/25","Dannette","Croaker","WO1",24-11-08,"71.3","186","141","-","Y","mush","gc had scales in it","Y","Y","Y","November","Autumn","November-24","West","Out","inshore","West.Out"
"CRO074","250423_BOEM_CRO_3","C3",0.76,0.34,45.01,-21.7,0.11,14.07,10.4,3.2,"",NA,"2/10/25","EG","Croaker","WO2",24-11-08,"77.5","202","160","-","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"CRO075","250423_BOEM_CRO_3","C4",0.71,0.31,44.48,-17.82,0.1,13.75,11.66,3.23,"",NA,"2/10/25","Dannette","Croaker","WO2",24-11-08,"71.4","189","149","-","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"CRO076","250423_BOEM_CRO_3","C5",0.64,0.28,44.76,-18.15,0.09,13.86,12.36,3.23,"",NA,"2/10/25","EG","Croaker","WO2",24-11-08,"91.8","205","165","-","Y","-","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"CRO077","250423_BOEM_CRO_3","C6",0.69,0.32,45.65,-20.63,0.1,14.33,10.97,3.19,"",NA,"2/12/25","Cole","Croaker","WO2",24-11-08,"76","198","155","-","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"CRO078","250423_BOEM_CRO_3","C9",0.66,0.3,45.58,-18.71,0.09,14.29,11.53,3.19,"",NA,"2/12/25","Cole","Croaker","WO2",24-11-08,"87.9","202","161","-","Y","shrimp","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"CRO079","250423_BOEM_CRO_3","C10",0.72,0.33,45.55,-18.08,0.1,14.18,11.86,3.21,"",NA,"2/12/25","Cole","Croaker","WO2",24-11-08,"61.3","176","137","-","Y","unknown","","Y","Y","Y","November","Autumn","November-24","West","Out","midshore","West.Out"
"CRO080","250423_BOEM_CRO_3","C11",0.69,0.31,44.99,-20.54,0.1,14.08,12.76,3.2,"",NA,"2/12/25","Cole","Croaker","WI1",24-11-08,"60.3","180","138","-","Y","crab","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"CRO081","250423_BOEM_CRO_3","C12",0.76,0.35,45.44,-19.89,0.11,14.18,11.25,3.2,"",NA,"2/12/25","Cole","Croaker","WI1",24-11-08,"47.8","167","131","-","Y","mush & shell?","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"CRO082","250423_BOEM_CRO_3","D1",0.69,0.32,45.77,-20.04,0.1,13.94,14.48,3.28,"",NA,"2/12/25","Dannette","Croaker","WI1",24-11-08,"45.5","159","121","-","Y","Claw?","Found in intestine","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"CRO083","250423_BOEM_CRO_3","D5",0.75,0.34,45,-20.28,0.11,14.06,12.59,3.2,"",NA,"2/12/25","Lindsey","Croaker","WI1",24-11-08,"39.9","158","123","-","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"CRO084","250423_BOEM_CRO_3","D6",0.66,0.3,44.74,-21.08,0.09,13.93,12.44,3.21,"",NA,"2/12/25","Dannette","Croaker","WI1",24-11-08,"39.2","160","126","-","Y","mush","","Y","Y","Y","November","Autumn","November-24","West","In","inshore","West.In"
"CRO085","250423_BOEM_CRO_3","D7",0.68,0.31,45.57,-17.86,0.1,14.27,11.87,3.19,"",NA,"2/12/25","Lindsey","Croaker","EO2",24-05-22,"109.5","218","175","-","Y","-","","Y","Y","Y","May","Spring","May-24","East","Out","midshore","East.Out"
"CRO086","250423_BOEM_CRO_3","D8",0.76,0.35,45.37,-18.03,0.11,14.26,11.36,3.18,"",NA,"2/12/25","Dannette","Croaker","EO2",24-05-22,"112.1","218","175","-","Y","shrimp???","","Y","Y","Y","May","Spring","May-24","East","Out","midshore","East.Out"
"CRO087","250423_BOEM_CRO_3","D9",0.65,0.29,45.22,-18.79,0.09,13.88,10.6,3.26,"Y",NA,"2/12/25","Lindsey","Croaker","EO2",24-05-22,"91.2","205","163","-","Y","-","","Y","Y","Y","May","Spring","May-24","East","Out","midshore","East.Out"
"CRO088","250616_BOEM_CRO_4","A9",0.67,0.29,44.17,-17.23,0.09,13.72,12.05,3.22,"Y",NA,"2/12/25","Dannette","Croaker","EO2",24-05-22,"111.2","220","180","-","Y","worm","","Y","Y","Y","May","Spring","May-24","East","Out","midshore","East.Out"
"CRO089","250616_BOEM_CRO_4","A11",0.67,0.3,43.83,-20.66,0.09,13.59,12.05,3.23,"",NA,"3/4/25","Tiana","Croaker","WO3",24-02-26,"33.1","153","126","-","Y","- ","","Y","Y","Y","February","Winter","February-24","West","Out","offshore","West.Out"
"CRO090","250616_BOEM_CRO_4","A12",0.74,0.32,43.38,-20.72,0.1,13.61,12.8,3.19,"",NA,"3/6/25","Sam","Croaker","EI2",24-02-16,"46.3","170","138","-","Y","mush","","Y","Y","Y","February","Winter","February-24","East","In","midshore","East.In"
"CRO091","250616_BOEM_CRO_4","B1",0.76,0.35,46.01,-16.88,0.11,14.38,11.27,3.2,"",NA,"4/9/25","Dannette","Croaker","EO3",23-10-25,"162.4","236","195","-","Y","unk fish","","Y","Y","Y","October","Autumn","October-23","East","Out","offshore","East.Out"
"CRO092","250616_BOEM_CRO_4","B2",0.68,0.31,46.19,-17.66,0.1,14.45,10.63,3.2,"",NA,"4/9/25","Lindsey","Croaker","EO3",23-10-25,"107.8","225","182","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","offshore","East.Out"
"CRO093","250616_BOEM_CRO_4","B5",0.69,0.32,46.24,-17.98,0.1,14.42,12.35,3.21,"",NA,"4/9/25","Dannette","Croaker","EO3",23-10-25,"102.6","210","163","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","East","Out","offshore","East.Out"
"CRO094","250616_BOEM_CRO_4","B6",0.69,0.32,46.76,-17.91,0.1,14.62,11.05,3.2,"",NA,"5/21/25","Dannette","Croaker","EO2",23-10-25,"125.9","223","180","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO095","250616_BOEM_CRO_4","B7",0.77,0.35,45.39,-17.97,0.11,14.31,10.54,3.17,"",NA,"5/21/25","Cole","Croaker","EO2",23-10-25,"135.1","234","185","-","Y","shrimp?","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO096","250616_BOEM_CRO_4","B8",0.77,0.36,46.5,-18.13,0.11,14.47,10.74,3.21,"",NA,"5/21/25","Dannette","Croaker","EO2",23-10-25,"140","225","181","-","Y","biomatter","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO097","250616_BOEM_CRO_4","B9",0.76,0.35,46.34,-18.61,0.11,14.44,11.89,3.21,"",NA,"5/21/25","Cole","Croaker","EO2",23-10-25,"101.2","215","171","-","-","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO098","250616_BOEM_CRO_4","C1",0.79,0.36,45.8,-17.68,0.11,14.31,12.11,3.2,"",NA,"5/21/25","Dannette","Croaker","EO2",23-10-25,"109.5","225","175","-","Y","worm","weight after dissection","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO099","250616_BOEM_CRO_4","C2",0.68,0.3,44.18,-18.59,0.1,13.93,11.69,3.17,"",NA,"5/21/25","Cole","Croaker","EO2",23-10-25,"143.8","233","183","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO100","250616_BOEM_CRO_4","C3",0.78,0.36,46.66,-17.5,0.11,14.67,11.96,3.18,"",NA,"5/21/25","Dannette","Croaker","EO2",23-10-25,"112.4","216","170","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO101","250616_BOEM_CRO_4","C4",0.7,0.32,46.29,-17.77,0.1,14.49,12.03,3.2,"",NA,"5/21/25","Cole","Croaker","EO2",23-10-25,"113.3","223","174","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO102","250616_BOEM_CRO_4","C5",0.63,0.3,46.74,-20.38,0.09,14.31,11.99,3.26,"",NA,"5/21/25","Dannette","Croaker","EO2",23-10-25,"103.2","215","169","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO103","250616_BOEM_CRO_4","C6",0.77,0.36,46.56,-20.01,0.11,14.58,11.85,3.19,"",NA,"5/21/25","Cole","Croaker","EO2",23-10-25,"99.6","217","173","-","Y","-","","Y","Y","Y","October","Autumn","October-23","East","Out","midshore","East.Out"
"CRO104","250616_BOEM_CRO_4","C9",0.63,0.28,45.45,-18.62,0.09,14.4,11.19,3.16,"",NA,"5/28/25","Dannette","Croaker","WO3",23-10-26,"45.8","167","131","-","Y","-","","Y","Y","Y","October","Autumn","October-23","West","Out","offshore","West.Out"
"CRO105","250616_BOEM_CRO_4","C10",0.75,0.35,46.22,-18.14,0.11,14.5,11.91,3.19,"",NA,"5/28/25","Dannette","Croaker","WO3",23-10-26,"48.7","170","134","-","Y","mush w/ scale","","Y","Y","Y","October","Autumn","October-23","West","Out","offshore","West.Out"
"CRO106","250616_BOEM_CRO_4","C11",0.73,0.34,46.53,-19.42,0.11,14.56,11.77,3.2,"",NA,"5/28/25","Dannette","Croaker","WO3",23-10-26,"42.8","166","130","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","Out","offshore","West.Out"
"CRO107","250616_BOEM_CRO_4","C12",0.64,0.29,45.56,-18.44,0.09,14.3,12.1,3.19,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"57.6","179","138","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO108","250616_BOEM_CRO_4","D1",0.69,0.32,46.25,-18.9,0.1,14.52,11.91,3.19,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"46.1","171","135","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO109","250616_BOEM_CRO_4","D5",0.77,0.36,46.6,-20.12,0.11,14.58,12.56,3.2,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"58.7","184","145","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO110","250616_BOEM_CRO_4","D6",0.75,0.34,45.81,-18.78,0.11,14.36,12.25,3.19,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"47.5","170","139","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO111","250616_BOEM_CRO_4","D7",0.7,0.32,46.54,-18.2,0.1,14.63,12.23,3.18,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"47.3","170","134","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO112","250616_BOEM_CRO_4","D8",0.71,0.32,44.98,-19.61,0.1,14.2,11.51,3.17,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"44.6","170","135","-","Y","snail & mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO113","250616_BOEM_CRO_4","D9",0.73,0.33,45.32,-19.18,0.1,14.26,11.68,3.18,"Y",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"48.3","172","135","-","Y","-","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO114","250617_BOEM_CRO_5","A9",0.76,0.35,45.87,-19.02,0.11,14.66,12.14,3.13,"Y",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"50.3","170","140","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO115","250617_BOEM_CRO_5","A11",0.76,0.35,46.38,-21.02,0.11,14.76,12.62,3.14,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"61.8","185","145","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO116","250617_BOEM_CRO_5","A12",0.69,0.32,46.01,-21.49,0.1,14.39,16.15,3.2,"",NA,"5/30/25","Dannette","Croaker","WI1",23-10-26,"39.4","160","125","-","Y","mush","","Y","Y","Y","October","Autumn","October-23","West","In","inshore","West.In"
"CRO117","250617_BOEM_CRO_5","B1",0.69,0.32,46.27,-18.75,0.1,14.61,16.1,3.17,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"99.7","210","170","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO118","250617_BOEM_CRO_5","B2",0.7,0.32,46.39,-19.04,0.1,14.75,11.8,3.15,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"85","209","168","-","Y","mush","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO119","250617_BOEM_CRO_5","B5",0.64,0.3,46.65,-18.75,0.1,14.91,12.39,3.13,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"88.6","209","170","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO120","250617_BOEM_CRO_5","B6",0.72,0.33,46.66,-18.03,0.11,14.77,12.68,3.16,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"75.4","200","155","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO121","250617_BOEM_CRO_5","B7",0.61,0.27,45.33,-20.92,0.09,14.28,12.39,3.18,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"62.5","185","148","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO122","250617_BOEM_CRO_5","B8",0.75,0.35,46.59,-20.74,0.11,14.89,15.79,3.13,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"58.2","180","144","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO123","250617_BOEM_CRO_5","B9",0.77,0.35,45.63,-19.94,0.11,14.51,12.08,3.15,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"68.7","186","147","-","Y","mush","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO124","250617_BOEM_CRO_5","C1",0.69,0.31,45.83,-21.41,0.1,14.61,11.9,3.14,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"81.6","205","162","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO125","250617_BOEM_CRO_5","C2",0.72,0.3,42.18,-20.99,0.1,13.35,15.29,3.16,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"43.7","171","135","-","-","mush","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO126","250617_BOEM_CRO_5","C3",0.61,0.28,46.41,-19.31,0.09,14.66,13.06,3.17,"",NA,"6/2/25","Dannette","Croaker","EI2",25-03-03,"81.3","200","158","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","midshore","East.In"
"CRO127","250617_BOEM_CRO_5","C4",0.73,0.34,46.29,-21.53,0.11,14.62,11.88,3.17,"",NA,"6/2/25","Dannette","Croaker","EI3",25-03-03,"30.6","157","125","-","Y","-","","Y","Y","Y","March","Spring","March-25","East","In","offshore","East.In"
"CRO128","250617_BOEM_CRO_5","C5",0.69,0.32,46.84,-21,0.1,14.67,13.31,3.19,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"42","168","135","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO129","250617_BOEM_CRO_5","C6",0.76,0.35,46.06,-18.24,0.11,14.43,13.08,3.19,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"57.2","180","145","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO130","250617_BOEM_CRO_5","C9",0.68,0.31,46.3,-19.21,0.1,14.63,13.98,3.17,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"55.2","186","150","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO131","250617_BOEM_CRO_5","C10",0.66,0.31,46.42,-18.23,0.1,14.65,12.34,3.17,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"76.9","195","155","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO132","250617_BOEM_CRO_5","C11",0.65,0.3,46.65,-19.94,0.09,14.67,12.65,3.18,"",NA,"6/3/25","Cheyenne","Croaker","WO2",25-04-10,"61.2","178","136","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO133","250617_BOEM_CRO_5","C12",0.72,0.33,46.27,-21.14,0.11,14.68,11.95,3.15,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"41","170","135","-","Y","-","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO134","250617_BOEM_CRO_5","D1",0.68,0.3,43.51,-18.16,0.09,13.56,12.4,3.21,"",NA,"6/3/25","Cheyenne","Croaker","WO2",25-04-10,"65.2","190","145","-","Y","legs? crab? shell mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO135","250617_BOEM_CRO_5","D5",0.73,0.34,46.85,-19.05,0.11,14.7,11.9,3.19,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"60","181","144","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO136","250617_BOEM_CRO_5","D6",0.76,0.35,46.51,-19.43,0.11,14.44,15,3.22,"",NA,"6/3/25","Dannette","Croaker","WO2",25-04-10,"53.5","174","139","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO137","250617_BOEM_CRO_5","D7",0.76,0.36,46.96,-23.21,0.11,14.79,12.22,3.17,"",NA,"6/3/25","Cheyenne","Croaker","WO2",25-04-10,"34","159","118","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","Out","midshore","West.Out"
"CRO138","250617_BOEM_CRO_5","D8",0.73,0.33,45.82,-18.71,0.11,14.47,12.49,3.17,"",NA,"6/3/25","Cheyenne","Croaker","WI1",25-04-10,"60.3","190","136","-","Y","mush","","Y","Y","Y","April","Spring","April-25","West","In","inshore","West.In"
"CRO139","250617_BOEM_CRO_5","D9",0.68,0.31,45.89,-18.66,0.1,14.54,13.9,3.16,"Y",NA,"6/3/25","Dannette","Croaker","WI1",25-04-10,"48.3","169","137","-","Y","-","","Y","Y","Y","April","Spring","April-25","West","In","inshore","West.In"
"CRO140","250620_BOEM_CRO_6","A9",0.75,0.35,46.54,-21.84,0.11,14.44,13.15,3.22,"Y",NA,"6/3/25","Dannette","Croaker","WI1",25-04-10,"33.1","155","121","-","Y","shell","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO141","250620_BOEM_CRO_6","A11",0.77,0.35,45.25,-17.73,0.11,14.1,15.09,3.21,"",NA,"6/3/25","Cheyenne","Croaker","WI1",25-04-10,"49.4","179","135","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO142","250620_BOEM_CRO_6","A12",0.66,0.31,46.61,-21.21,0.09,14.42,12.82,3.23,"",NA,"6/3/25","Dannette","Croaker","WI1",25-04-10,"35.1","160","131","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO143","250620_BOEM_CRO_6","B1",0.75,0.34,46.07,-17.98,0.1,13.9,14.67,3.31,"",NA,"6/3/25","Cheyenne","Croaker","WI1",25-04-10,"43","168","125","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO144","250620_BOEM_CRO_6","B2",0.63,0.29,46.32,-19.76,0.09,14.32,15.54,3.24,"",NA,"6/3/25","Dannette","Croaker","WI1",25-04-10,"42.9","167","135","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO145","250620_BOEM_CRO_6","B5",0.66,0.3,46.05,-19.69,0.09,14.4,12.61,3.2,"",NA,"6/3/25","Cheyenne","Croaker","WI1",25-04-10,"40.2","163","120","-","Y","mush veg? or leg?","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO146","250620_BOEM_CRO_6","B6",0.67,0.31,46.81,-22.62,0.1,14.57,13.77,3.21,"",NA,"6/3/25","Dannette","Croaker","WI1",25-04-10,"32.4","162","117","-","Y","-","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO147","250620_BOEM_CRO_6","B7",0.62,0.28,45.06,-23.37,0.09,13.89,10.41,3.25,"",NA,"6/3/25","Cheyenne","Croaker","WI1",25-04-10,"24.1","151","115","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","inshore","West.In"
"CRO148","250620_BOEM_CRO_6","B8",0.75,0.34,45.9,-18.99,0.11,14.41,15.49,3.19,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"56.7","176","141","-","Y","veg?","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO149","250620_BOEM_CRO_6","B9",0.68,0.31,45.96,-19.63,0.1,14.41,13.06,3.19,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"84.6","206","165","-","Y","unk veg","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO150","250620_BOEM_CRO_6","C1",0.67,0.3,45.67,-21.66,0.09,14.13,12.75,3.23,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"37.4","165","129","-","Y","-","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO151","250620_BOEM_CRO_6","C2",0.7,0.33,46.48,-21.53,0.1,14.36,15.69,3.24,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"46.6","170","135","-","Y","larvae?","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO152","250620_BOEM_CRO_6","C3",0.73,0.34,45.91,-19.37,0.1,14.14,15.3,3.25,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"52.5","179","140","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO153","250620_BOEM_CRO_6","C4",0.64,0.29,46.26,-20.51,0.09,14.46,15.87,3.2,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"52.5","175","142","-","Y","unk veg","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO154","250620_BOEM_CRO_6","C5",0.72,0.34,47.25,-20.54,0.11,14.69,16.27,3.22,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"48.4","175","140","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO155","250620_BOEM_CRO_6","C6",0.7,0.33,46.71,-17.97,0.1,14.44,14.23,3.24,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"59.5","175","140","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO156","250620_BOEM_CRO_6","C9",0.75,0.34,45.92,-17.83,0.11,14.4,14.67,3.19,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"52.5","174","140","-","Y","unk mush","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO157","250620_BOEM_CRO_6","C10",0.65,0.3,46.63,-20.62,0.09,14.45,15.55,3.23,"",NA,"6/9/25","Dannette","Croaker","WI2",25-04-10,"48.1","170","139","-","Y","mush","","Y","Y","","April","Spring","April-25","West","In","midshore","West.In"
"CRO158","250620_BOEM_CRO_6","C11",0.76,0.35,46.53,-20.16,0.11,14.63,12.93,3.18,"",NA,"6/9/25","Dannette","Croaker","WO3",25-04-10,"73.5","194","156","-","Y","jelly like & balloon","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO159","250620_BOEM_CRO_6","C12",0.65,0.29,45.21,-19.8,0.09,14.17,11.58,3.19,"",NA,"6/9/25","Dannette","Croaker","WO3",25-04-10,"82.9","207","169","-","Y","-","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO160","250620_BOEM_CRO_6","D1",0.77,0.36,47.09,-19.9,0.11,14.75,12.83,3.19,"",NA,"6/9/25","Dannette","Croaker","WO3",25-04-10,"105.2","219","175","-","Y","mush","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO161","250620_BOEM_CRO_6","D5",0.64,0.3,46.83,-21.14,0.09,14.66,12.49,3.19,"",NA,"6/9/25","Cole","Croaker","WO3",25-04-10,"68.5","192","150","-","Y","striped anchovy","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO162","250620_BOEM_CRO_6","D6",0.76,0.35,46.85,-17.45,0.11,14.59,11.87,3.21,"",NA,"6/9/25","Sam","Croaker","WO3",25-04-10,"112.1","225","182","-","Y","worm & mush","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO163","250620_BOEM_CRO_6","D7",0.76,0.36,47.07,-19.08,0.11,14.26,13.55,3.3,"",NA,"6/9/25","Sam","Croaker","WO3",25-04-10,"75.1","192","159","-","Y","Biomatter","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO164","250620_BOEM_CRO_6","D8",0.75,0.35,46.68,-18.62,0.11,14.55,11.53,3.21,"",NA,"6/9/25","Sam","Croaker","WO3",25-04-10,"71.3","189","152","-","Y","worm & vegbiomatter","","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO165","250620_BOEM_CRO_6","D9",0.73,0.34,46.4,-18.41,0.1,14.2,11.94,3.27,"Y",NA,"6/11/25","Dannette","Croaker","WO3",25-04-10,"58","185","150","-","Y","mush","small gonads","Y","Y","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO166","250717_BOEM_CRO_7","A9",0.67,0.3,45.65,-19.96,0.09,14.22,13.13,3.21,"Y",NA,"6/11/25","Dannette","Croaker","WO3",25-04-10,"63.3","190","150","-","Y","worm","","","","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO167","250717_BOEM_CRO_7","A11",0.77,0.36,46.19,-18.94,0.11,14.43,11.23,3.2,"",NA,"6/11/25","Dannette","Croaker","WO3",25-04-10,"76.2","205","165","-","Y","mush","","","","","April","Spring","April-25","West","Out","offshore","West.Out"
"CRO168","250717_BOEM_CRO_7","A12",0.7,0.33,46.75,-20.57,0.1,14.8,13.13,3.16,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"44.9","175","136","-","Y","-","small gonads","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO169","250717_BOEM_CRO_7","B1",0.75,0.34,45.46,-18.05,0.11,14.53,13.75,3.13,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"62","180","142","-","Y","biomatter & worm?","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO170","250717_BOEM_CRO_7","B2",0.7,0.32,45.92,-18.49,0.1,14.67,12.84,3.13,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"62.1","188","149","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
"CRO171","250717_BOEM_CRO_7","B5",0.74,0.34,46.43,-20.21,0.11,14.88,13.23,3.12,"",NA,"6/11/25","Dannette","Croaker","EI1",25-05-14,"42.1","169","135","-","Y","mush","","","","","May","Spring","May-25","East","In","inshore","East.In"
